,image,char,font_name,Raleway,Open Sans,Roboto,Ubuntu Mono,Michroma,Alex Brush,Russo One
59,ant+hill_111.jpg_0,r,Open Sans,0,1,0,0,0,0,0
60,ant+hill_111.jpg_0,s,Raleway,1,0,0,0,0,0,0
61,ant+hill_111.jpg_0,u,Raleway,1,0,0,0,0,0,0
62,ant+hill_111.jpg_0,p,Raleway,1,0,0,0,0,0,0
63,ant+hill_111.jpg_0,p,Raleway,1,0,0,0,0,0,0
64,ant+hill_111.jpg_0,l,Raleway,1,0,0,0,0,0,0
65,ant+hill_111.jpg_0,i,Raleway,1,0,0,0,0,0,0
66,ant+hill_111.jpg_0,e,Raleway,1,0,0,0,0,0,0
67,ant+hill_111.jpg_0,d,Raleway,1,0,0,0,0,0,0
68,ant+hill_111.jpg_0,t,Ubuntu Mono,0,0,0,1,0,0,0
69,ant+hill_111.jpg_0,h,Ubuntu Mono,0,0,0,1,0,0,0
70,ant+hill_111.jpg_0,e,Ubuntu Mono,0,0,0,1,0,0,0
71,ant+hill_111.jpg_0,a,Open Sans,0,1,0,0,0,0,0
72,ant+hill_111.jpg_0,d,Open Sans,0,1,0,0,0,0,0
73,ant+hill_111.jpg_0,r,Open Sans,0,1,0,0,0,0,0
74,ant+hill_111.jpg_0,i,Open Sans,0,1,0,0,0,0,0
75,ant+hill_111.jpg_0,f,Open Sans,0,1,0,0,0,0,0
76,ant+hill_111.jpg_0,t,Open Sans,0,1,0,0,0,0,0
77,ant+hill_111.jpg_0,c,Ubuntu Mono,0,0,0,1,0,0,0
78,ant+hill_111.jpg_0,a,Ubuntu Mono,0,0,0,1,0,0,0
79,ant+hill_111.jpg_0,n,Ubuntu Mono,0,0,0,1,0,0,0
80,ant+hill_111.jpg_0,L,Alex Brush,0,0,0,0,0,1,0
81,ant+hill_111.jpg_0,i,Alex Brush,0,0,0,0,0,1,0
82,ant+hill_111.jpg_0,n,Alex Brush,0,0,0,0,0,1,0
83,ant+hill_111.jpg_0,e,Alex Brush,0,0,0,0,0,1,0
84,ant+hill_111.jpg_0,s,Alex Brush,0,0,0,0,0,1,0
85,ant+hill_111.jpg_0,:,Alex Brush,0,0,0,0,0,1,0
86,ant+hill_111.jpg_0,C,Alex Brush,0,0,0,0,0,1,0
87,ant+hill_111.jpg_0,i,Alex Brush,0,0,0,0,0,1,0
88,ant+hill_111.jpg_0,c,Alex Brush,0,0,0,0,0,1,0
89,ant+hill_111.jpg_0,a,Alex Brush,0,0,0,0,0,1,0
90,ant+hill_111.jpg_0,),Alex Brush,0,0,0,0,0,1,0
91,ant+hill_111.jpg_0,",",Alex Brush,0,0,0,0,0,1,0
92,ant+hill_111.jpg_0,b,Michroma,0,0,0,0,1,0,0
93,ant+hill_111.jpg_0,e,Michroma,0,0,0,0,1,0,0
94,ant+hill_111.jpg_0,e,Michroma,0,0,0,0,1,0,0
95,ant+hill_111.jpg_0,n,Michroma,0,0,0,0,1,0,0
96,ant+hill_111.jpg_0,R,Raleway,1,0,0,0,0,0,0
97,ant+hill_111.jpg_0,e,Raleway,1,0,0,0,0,0,0
98,ant+hill_111.jpg_0,:,Raleway,1,0,0,0,0,0,0
99,ant+hill_111.jpg_0,f,Roboto,0,0,1,0,0,0,0
100,ant+hill_111.jpg_0,i,Roboto,0,0,1,0,0,0,0
101,ant+hill_111.jpg_0,r,Roboto,0,0,1,0,0,0,0
102,ant+hill_111.jpg_0,s,Roboto,0,0,1,0,0,0,0
103,ant+hill_111.jpg_0,t,Roboto,0,0,1,0,0,0,0
104,ant+hill_111.jpg_0,w,Roboto,0,0,1,0,0,0,0
105,ant+hill_111.jpg_0,a,Roboto,0,0,1,0,0,0,0
106,ant+hill_111.jpg_0,s,Roboto,0,0,1,0,0,0,0
107,ant+hill_111.jpg_0,F,Raleway,1,0,0,0,0,0,0
108,ant+hill_111.jpg_0,a,Raleway,1,0,0,0,0,0,0
109,ant+hill_111.jpg_0,n,Raleway,1,0,0,0,0,0,0
110,ant+hill_111.jpg_0,w,Open Sans,0,1,0,0,0,0,0
111,ant+hill_111.jpg_0,a,Open Sans,0,1,0,0,0,0,0
112,ant+hill_111.jpg_0,s,Open Sans,0,1,0,0,0,0,0
113,ant+hill_111.jpg_0,D,Roboto,0,0,1,0,0,0,0
114,ant+hill_111.jpg_0,a,Roboto,0,0,1,0,0,0,0
115,ant+hill_111.jpg_0,t,Roboto,0,0,1,0,0,0,0
116,ant+hill_111.jpg_0,e,Roboto,0,0,1,0,0,0,0
117,ant+hill_111.jpg_0,:,Roboto,0,0,1,0,0,0,0
118,ant+hill_111.jpg_0,t,Alex Brush,0,0,0,0,0,1,0
119,ant+hill_111.jpg_0,h,Alex Brush,0,0,0,0,0,1,0
120,ant+hill_111.jpg_0,e,Alex Brush,0,0,0,0,0,1,0
121,ant+hill_111.jpg_0,C,Raleway,1,0,0,0,0,0,0
122,ant+hill_111.jpg_0,e,Raleway,1,0,0,0,0,0,0
123,ant+hill_111.jpg_0,n,Raleway,1,0,0,0,0,0,0
124,ant+hill_111.jpg_0,t,Raleway,1,0,0,0,0,0,0
125,ant+hill_111.jpg_0,r,Raleway,1,0,0,0,0,0,0
126,ant+hill_111.jpg_0,i,Raleway,1,0,0,0,0,0,0
127,ant+hill_111.jpg_0,s,Raleway,1,0,0,0,0,0,0
128,ant+hill_111.jpg_1,C,Ubuntu Mono,0,0,0,1,0,0,0
129,ant+hill_111.jpg_1,o,Ubuntu Mono,0,0,0,1,0,0,0
130,ant+hill_111.jpg_1,m,Ubuntu Mono,0,0,0,1,0,0,0
131,ant+hill_111.jpg_1,p,Ubuntu Mono,0,0,0,1,0,0,0
132,ant+hill_111.jpg_1,u,Ubuntu Mono,0,0,0,1,0,0,0
133,ant+hill_111.jpg_1,t,Ubuntu Mono,0,0,0,1,0,0,0
134,ant+hill_111.jpg_1,e,Ubuntu Mono,0,0,0,1,0,0,0
135,ant+hill_111.jpg_1,r,Ubuntu Mono,0,0,0,1,0,0,0
136,ant+hill_111.jpg_1,n,Russo One,0,0,0,0,0,0,1
137,ant+hill_111.jpg_1,e,Russo One,0,0,0,0,0,0,1
138,ant+hill_111.jpg_1,e,Russo One,0,0,0,0,0,0,1
139,ant+hill_111.jpg_1,d,Russo One,0,0,0,0,0,0,1
140,ant+hill_111.jpg_1,1,Michroma,0,0,0,0,1,0,0
141,ant+hill_111.jpg_1,6,Michroma,0,0,0,0,1,0,0
142,ant+hill_111.jpg_1,',Michroma,0,0,0,0,1,0,0
143,ant+hill_111.jpg_1,M,Roboto,0,0,1,0,0,0,0
144,ant+hill_111.jpg_1,a,Roboto,0,0,1,0,0,0,0
145,ant+hill_111.jpg_1,r,Roboto,0,0,1,0,0,0,0
146,ant+hill_111.jpg_1,k,Roboto,0,0,1,0,0,0,0
147,ant+hill_111.jpg_1,o,Ubuntu Mono,0,0,0,1,0,0,0
148,ant+hill_111.jpg_1,u,Ubuntu Mono,0,0,0,1,0,0,0
149,ant+hill_111.jpg_1,r,Ubuntu Mono,0,0,0,1,0,0,0
150,ant+hill_111.jpg_1,s,Ubuntu Mono,0,0,0,1,0,0,0
151,ant+hill_111.jpg_1,.,Ubuntu Mono,0,0,0,1,0,0,0
152,ant+hill_111.jpg_1,h,Raleway,1,0,0,0,0,0,0
153,ant+hill_111.jpg_1,a,Raleway,1,0,0,0,0,0,0
154,ant+hill_111.jpg_1,v,Raleway,1,0,0,0,0,0,0
155,ant+hill_111.jpg_1,e,Raleway,1,0,0,0,0,0,0
156,ant+hill_111.jpg_1,S,Ubuntu Mono,0,0,0,1,0,0,0
157,ant+hill_111.jpg_1,t,Ubuntu Mono,0,0,0,1,0,0,0
158,ant+hill_111.jpg_1,a,Ubuntu Mono,0,0,0,1,0,0,0
159,ant+hill_111.jpg_1,t,Ubuntu Mono,0,0,0,1,0,0,0
160,ant+hill_111.jpg_1,i,Ubuntu Mono,0,0,0,1,0,0,0
161,ant+hill_111.jpg_1,o,Ubuntu Mono,0,0,0,1,0,0,0
162,ant+hill_111.jpg_1,n,Ubuntu Mono,0,0,0,1,0,0,0
163,ant+hill_111.jpg_1,t,Alex Brush,0,0,0,0,0,1,0
164,ant+hill_111.jpg_1,h,Alex Brush,0,0,0,0,0,1,0
165,ant+hill_111.jpg_1,e,Alex Brush,0,0,0,0,0,1,0
166,ant+hill_111.jpg_1,a,Roboto,0,0,1,0,0,0,0
167,ant+hill_111.jpg_1,t,Roboto,0,0,1,0,0,0,0
168,ant+hill_111.jpg_1,:,Roboto,0,0,1,0,0,0,0
169,ant+hill_111.jpg_1,S,Alex Brush,0,0,0,0,0,1,0
170,ant+hill_111.jpg_1,t,Alex Brush,0,0,0,0,0,1,0
171,ant+hill_111.jpg_1,a,Alex Brush,0,0,0,0,0,1,0
172,ant+hill_111.jpg_1,t,Alex Brush,0,0,0,0,0,1,0
173,ant+hill_111.jpg_1,e,Alex Brush,0,0,0,0,0,1,0
174,ant+hill_111.jpg_1,t,Open Sans,0,1,0,0,0,0,0
175,ant+hill_111.jpg_1,h,Open Sans,0,1,0,0,0,0,0
176,ant+hill_111.jpg_1,e,Open Sans,0,1,0,0,0,0,0
177,ant+hill_111.jpg_1,a,Raleway,1,0,0,0,0,0,0
178,ant+hill_111.jpg_1,l,Raleway,1,0,0,0,0,0,0
179,ant+hill_111.jpg_1,.,Raleway,1,0,0,0,0,0,0
180,ant+hill_111.jpg_1,h,Ubuntu Mono,0,0,0,1,0,0,0
181,ant+hill_111.jpg_1,e,Ubuntu Mono,0,0,0,1,0,0,0
182,ant+hill_111.jpg_1,l,Ubuntu Mono,0,0,0,1,0,0,0
183,ant+hill_111.jpg_1,p,Ubuntu Mono,0,0,0,1,0,0,0
184,ant+hill_111.jpg_1,f,Roboto,0,0,1,0,0,0,0
185,ant+hill_111.jpg_1,r,Roboto,0,0,1,0,0,0,0
186,ant+hill_111.jpg_1,o,Roboto,0,0,1,0,0,0,0
187,ant+hill_111.jpg_1,m,Roboto,0,0,1,0,0,0,0
188,ant+hill_111.jpg_1,a,Roboto,0,0,1,0,0,0,0
189,ant+hill_111.jpg_1,n,Roboto,0,0,1,0,0,0,0
190,ant+hill_111.jpg_1,d,Roboto,0,0,1,0,0,0,0
191,ant+hill_114.jpg_0,R,Alex Brush,0,0,0,0,0,1,0
192,ant+hill_114.jpg_0,I,Alex Brush,0,0,0,0,0,1,0
193,ant+hill_114.jpg_0,S,Alex Brush,0,0,0,0,0,1,0
194,ant+hill_114.jpg_0,C,Alex Brush,0,0,0,0,0,1,0
195,ant+hill_114.jpg_0,t,Alex Brush,0,0,0,0,0,1,0
196,ant+hill_114.jpg_0,h,Alex Brush,0,0,0,0,0,1,0
197,ant+hill_114.jpg_0,e,Alex Brush,0,0,0,0,0,1,0
198,ant+hill_114.jpg_0,S,Raleway,1,0,0,0,0,0,0
199,ant+hill_114.jpg_0,P,Raleway,1,0,0,0,0,0,0
200,ant+hill_114.jpg_0,S,Raleway,1,0,0,0,0,0,0
201,ant+hill_114.jpg_0,S,Raleway,1,0,0,0,0,0,0
202,ant+hill_114.jpg_0,b,Ubuntu Mono,0,0,0,1,0,0,0
203,ant+hill_114.jpg_0,i,Ubuntu Mono,0,0,0,1,0,0,0
204,ant+hill_114.jpg_0,k,Ubuntu Mono,0,0,0,1,0,0,0
205,ant+hill_114.jpg_0,e,Ubuntu Mono,0,0,0,1,0,0,0
206,ant+hill_114.jpg_0,I,Raleway,1,0,0,0,0,0,0
207,ant+hill_114.jpg_0,n,Raleway,1,0,0,0,0,0,0
208,ant+hill_114.jpg_0,c,Raleway,1,0,0,0,0,0,0
209,ant+hill_114.jpg_0,.,Raleway,1,0,0,0,0,0,0
210,ant+hill_114.jpg_0,E,Ubuntu Mono,0,0,0,1,0,0,0
211,ant+hill_114.jpg_0,N,Ubuntu Mono,0,0,0,1,0,0,0
212,ant+hill_114.jpg_0,D,Ubuntu Mono,0,0,0,1,0,0,0
213,ant+hill_114.jpg_0,o,Michroma,0,0,0,0,1,0,0
214,ant+hill_114.jpg_0,n,Michroma,0,0,0,0,1,0,0
215,ant+hill_114.jpg_0,l,Michroma,0,0,0,0,1,0,0
216,ant+hill_114.jpg_0,y,Michroma,0,0,0,0,1,0,0
217,ant+hill_114.jpg_0,r,Alex Brush,0,0,0,0,0,1,0
218,ant+hill_114.jpg_0,a,Alex Brush,0,0,0,0,0,1,0
219,ant+hill_114.jpg_0,w,Alex Brush,0,0,0,0,0,1,0
220,ant+hill_114.jpg_0,b,Open Sans,0,1,0,0,0,0,0
221,ant+hill_114.jpg_0,u,Open Sans,0,1,0,0,0,0,0
222,ant+hill_114.jpg_0,t,Open Sans,0,1,0,0,0,0,0
223,ant+hill_114.jpg_0,B,Raleway,1,0,0,0,0,0,0
224,ant+hill_114.jpg_0,e,Raleway,1,0,0,0,0,0,0
225,ant+hill_114.jpg_0,l,Raleway,1,0,0,0,0,0,0
226,ant+hill_114.jpg_0,l,Raleway,1,0,0,0,0,0,0
227,ant+hill_114.jpg_0,F,Ubuntu Mono,0,0,0,1,0,0,0
228,ant+hill_114.jpg_0,r,Ubuntu Mono,0,0,0,1,0,0,0
229,ant+hill_114.jpg_0,o,Ubuntu Mono,0,0,0,1,0,0,0
230,ant+hill_114.jpg_0,m,Ubuntu Mono,0,0,0,1,0,0,0
231,ant+hill_114.jpg_0,:,Ubuntu Mono,0,0,0,1,0,0,0
232,ant+hill_114.jpg_1,t,Alex Brush,0,0,0,0,0,1,0
233,ant+hill_114.jpg_1,h,Alex Brush,0,0,0,0,0,1,0
234,ant+hill_114.jpg_1,e,Alex Brush,0,0,0,0,0,1,0
235,ant+hill_114.jpg_1,w,Alex Brush,0,0,0,0,0,1,0
236,ant+hill_114.jpg_1,a,Alex Brush,0,0,0,0,0,1,0
237,ant+hill_114.jpg_1,r,Alex Brush,0,0,0,0,0,1,0
238,ant+hill_114.jpg_1,",",Alex Brush,0,0,0,0,0,1,0
239,ant+hill_114.jpg_1,N,Michroma,0,0,0,0,1,0,0
240,ant+hill_114.jpg_1,e,Michroma,0,0,0,0,1,0,0
241,ant+hill_114.jpg_1,w,Michroma,0,0,0,0,1,0,0
242,ant+hill_114.jpg_1,1,Michroma,0,0,0,0,1,0,0
243,ant+hill_114.jpg_1,9,Michroma,0,0,0,0,1,0,0
244,ant+hill_114.jpg_1,9,Michroma,0,0,0,0,1,0,0
245,ant+hill_114.jpg_1,4,Michroma,0,0,0,0,1,0,0
246,ant+hill_114.jpg_1,.,Michroma,0,0,0,0,1,0,0
247,ant+hill_114.jpg_1,a,Open Sans,0,1,0,0,0,0,0
248,ant+hill_114.jpg_1,n,Open Sans,0,1,0,0,0,0,0
249,ant+hill_114.jpg_1,d,Open Sans,0,1,0,0,0,0,0
250,ant+hill_114.jpg_1,f,Russo One,0,0,0,0,0,0,1
251,ant+hill_114.jpg_1,o,Russo One,0,0,0,0,0,0,1
252,ant+hill_114.jpg_1,r,Russo One,0,0,0,0,0,0,1
253,ant+hill_114.jpg_1,a,Russo One,0,0,0,0,0,0,1
254,ant+hill_114.jpg_1,n,Russo One,0,0,0,0,0,0,1
255,ant+hill_114.jpg_1,d,Russo One,0,0,0,0,0,0,1
256,ant+hill_114.jpg_1,k,Ubuntu Mono,0,0,0,1,0,0,0
257,ant+hill_114.jpg_1,i,Ubuntu Mono,0,0,0,1,0,0,0
258,ant+hill_114.jpg_1,l,Ubuntu Mono,0,0,0,1,0,0,0
259,ant+hill_114.jpg_1,l,Ubuntu Mono,0,0,0,1,0,0,0
260,ant+hill_114.jpg_1,i,Ubuntu Mono,0,0,0,1,0,0,0
261,ant+hill_114.jpg_1,n,Ubuntu Mono,0,0,0,1,0,0,0
262,ant+hill_114.jpg_1,g,Ubuntu Mono,0,0,0,1,0,0,0
263,ant+hill_114.jpg_1,s,Roboto,0,0,1,0,0,0,0
264,ant+hill_114.jpg_1,i,Roboto,0,0,1,0,0,0,0
265,ant+hill_114.jpg_1,t,Roboto,0,0,1,0,0,0,0
266,ant+hill_114.jpg_1,e,Roboto,0,0,1,0,0,0,0
267,ant+hill_114.jpg_1,s,Roboto,0,0,1,0,0,0,0
268,ant+hill_114.jpg_1,C,Raleway,1,0,0,0,0,0,0
269,ant+hill_114.jpg_1,i,Raleway,1,0,0,0,0,0,0
270,ant+hill_114.jpg_1,t,Raleway,1,0,0,0,0,0,0
271,ant+hill_114.jpg_1,y,Raleway,1,0,0,0,0,0,0
272,ant+hill_126.jpg_0,I,Michroma,0,0,0,0,1,0,0
273,ant+hill_126.jpg_0,',Michroma,0,0,0,0,1,0,0
274,ant+hill_126.jpg_0,m,Michroma,0,0,0,0,1,0,0
275,ant+hill_126.jpg_0,H,Alex Brush,0,0,0,0,0,1,0
276,ant+hill_126.jpg_0,i,Alex Brush,0,0,0,0,0,1,0
277,ant+hill_126.jpg_0,",",Alex Brush,0,0,0,0,0,1,0
278,ant+hill_126.jpg_0,t,Russo One,0,0,0,0,0,0,1
279,ant+hill_126.jpg_0,h,Russo One,0,0,0,0,0,0,1
280,ant+hill_126.jpg_0,e,Russo One,0,0,0,0,0,0,1
281,ant+hill_126.jpg_0,u,Michroma,0,0,0,0,1,0,0
282,ant+hill_126.jpg_0,s,Michroma,0,0,0,0,1,0,0
283,ant+hill_126.jpg_0,a,Michroma,0,0,0,0,1,0,0
284,ant+hill_126.jpg_0,S,Open Sans,0,1,0,0,0,0,0
285,ant+hill_126.jpg_0,U,Open Sans,0,1,0,0,0,0,0
286,ant+hill_126.jpg_0,G,Open Sans,0,1,0,0,0,0,0
287,ant+hill_126.jpg_0,o,Ubuntu Mono,0,0,0,1,0,0,0
288,ant+hill_126.jpg_0,n,Ubuntu Mono,0,0,0,1,0,0,0
289,ant+hill_126.jpg_0,l,Ubuntu Mono,0,0,0,1,0,0,0
290,ant+hill_126.jpg_0,y,Ubuntu Mono,0,0,0,1,0,0,0
291,ant+hill_126.jpg_0,u,Alex Brush,0,0,0,0,0,1,0
292,ant+hill_126.jpg_0,s,Alex Brush,0,0,0,0,0,1,0
293,ant+hill_126.jpg_0,a,Alex Brush,0,0,0,0,0,1,0
294,ant+hill_126.jpg_0,a,Michroma,0,0,0,0,1,0,0
295,ant+hill_126.jpg_0,n,Michroma,0,0,0,0,1,0,0
296,ant+hill_126.jpg_0,d,Michroma,0,0,0,0,1,0,0
297,ant+hill_126.jpg_0,a,Ubuntu Mono,0,0,0,1,0,0,0
298,ant+hill_126.jpg_0,b,Ubuntu Mono,0,0,0,1,0,0,0
299,ant+hill_126.jpg_0,o,Ubuntu Mono,0,0,0,1,0,0,0
300,ant+hill_126.jpg_0,u,Ubuntu Mono,0,0,0,1,0,0,0
301,ant+hill_126.jpg_0,t,Ubuntu Mono,0,0,0,1,0,0,0
302,ant+hill_126.jpg_1,1,Roboto,0,0,1,0,0,0,0
303,ant+hill_126.jpg_1,0,Roboto,0,0,1,0,0,0,0
304,ant+hill_126.jpg_1,$,Roboto,0,0,1,0,0,0,0
305,ant+hill_126.jpg_1,a,Ubuntu Mono,0,0,0,1,0,0,0
306,ant+hill_126.jpg_1,n,Ubuntu Mono,0,0,0,1,0,0,0
307,ant+hill_126.jpg_1,d,Ubuntu Mono,0,0,0,1,0,0,0
308,ant+hill_126.jpg_1,t,Alex Brush,0,0,0,0,0,1,0
309,ant+hill_126.jpg_1,h,Alex Brush,0,0,0,0,0,1,0
310,ant+hill_126.jpg_1,e,Alex Brush,0,0,0,0,0,1,0
311,ant+hill_126.jpg_1,a,Raleway,1,0,0,0,0,0,0
312,ant+hill_126.jpg_1,n,Raleway,1,0,0,0,0,0,0
313,ant+hill_126.jpg_1,d,Raleway,1,0,0,0,0,0,0
314,ant+hill_126.jpg_1,t,Ubuntu Mono,0,0,0,1,0,0,0
315,ant+hill_126.jpg_1,h,Ubuntu Mono,0,0,0,1,0,0,0
316,ant+hill_126.jpg_1,a,Ubuntu Mono,0,0,0,1,0,0,0
317,ant+hill_126.jpg_1,t,Ubuntu Mono,0,0,0,1,0,0,0
318,ant+hill_126.jpg_1,h,Roboto,0,0,1,0,0,0,0
319,ant+hill_126.jpg_1,a,Roboto,0,0,1,0,0,0,0
320,ant+hill_126.jpg_1,d,Roboto,0,0,1,0,0,0,0
321,ant+hill_126.jpg_1,t,Open Sans,0,1,0,0,0,0,0
322,ant+hill_126.jpg_1,h,Open Sans,0,1,0,0,0,0,0
323,ant+hill_126.jpg_1,a,Open Sans,0,1,0,0,0,0,0
324,ant+hill_126.jpg_1,n,Open Sans,0,1,0,0,0,0,0
325,ant+hill_126.jpg_1,t,Roboto,0,0,1,0,0,0,0
326,ant+hill_126.jpg_1,h,Roboto,0,0,1,0,0,0,0
327,ant+hill_126.jpg_1,e,Roboto,0,0,1,0,0,0,0
328,ant+hill_126.jpg_1,b,Raleway,1,0,0,0,0,0,0
329,ant+hill_126.jpg_1,i,Raleway,1,0,0,0,0,0,0
330,ant+hill_126.jpg_1,k,Raleway,1,0,0,0,0,0,0
331,ant+hill_126.jpg_1,e,Raleway,1,0,0,0,0,0,0
332,ant+hill_126.jpg_1,t,Michroma,0,0,0,0,1,0,0
333,ant+hill_126.jpg_1,h,Michroma,0,0,0,0,1,0,0
334,ant+hill_126.jpg_1,e,Michroma,0,0,0,0,1,0,0
335,ant+hill_126.jpg_1,"""",Russo One,0,0,0,0,0,0,1
336,ant+hill_126.jpg_1,N,Russo One,0,0,0,0,0,0,1
337,ant+hill_126.jpg_1,O,Russo One,0,0,0,0,0,0,1
338,ant+hill_126.jpg_1,t,Raleway,1,0,0,0,0,0,0
339,ant+hill_126.jpg_1,h,Raleway,1,0,0,0,0,0,0
340,ant+hill_126.jpg_1,e,Raleway,1,0,0,0,0,0,0
341,ant+hill_126.jpg_1,M,Raleway,1,0,0,0,0,0,0
342,ant+hill_126.jpg_1,A,Raleway,1,0,0,0,0,0,0
343,ant+hill_126.jpg_1,",",Raleway,1,0,0,0,0,0,0
344,ant+hill_129.jpg_0,m,Raleway,1,0,0,0,0,0,0
345,ant+hill_129.jpg_0,u,Raleway,1,0,0,0,0,0,0
346,ant+hill_129.jpg_0,c,Raleway,1,0,0,0,0,0,0
347,ant+hill_129.jpg_0,h,Raleway,1,0,0,0,0,0,0
348,ant+hill_129.jpg_0,a,Roboto,0,0,1,0,0,0,0
349,ant+hill_129.jpg_0,b,Roboto,0,0,1,0,0,0,0
350,ant+hill_129.jpg_0,o,Roboto,0,0,1,0,0,0,0
351,ant+hill_129.jpg_0,u,Roboto,0,0,1,0,0,0,0
352,ant+hill_129.jpg_0,t,Roboto,0,0,1,0,0,0,0
353,ant+hill_129.jpg_0,F,Raleway,1,0,0,0,0,0,0
354,ant+hill_129.jpg_0,r,Raleway,1,0,0,0,0,0,0
355,ant+hill_129.jpg_0,o,Raleway,1,0,0,0,0,0,0
356,ant+hill_129.jpg_0,m,Raleway,1,0,0,0,0,0,0
357,ant+hill_129.jpg_0,:,Raleway,1,0,0,0,0,0,0
358,ant+hill_129.jpg_0,s,Russo One,0,0,0,0,0,0,1
359,ant+hill_129.jpg_0,a,Russo One,0,0,0,0,0,0,1
